gene,ocr_id,distance_to_tss
2210414B05Rik,ImmGenATAC1219.peak_326913,3
2210416O15Rik,ImmGenATAC1219.peak_85467,694
2210417A02Rik,ImmGenATAC1219.peak_388413,55
2210420H20Rik,ImmGenATAC1219.peak_242757,396
2300002M23Rik,ImmGenATAC1219.peak_213765,531
2300003K06Rik,ImmGenATAC1219.peak_88471,22935
2300009A05Rik,ImmGenATAC1219.peak_487213,78
2310001H17Rik,ImmGenATAC1219.peak_415361,24
2310001K24Rik,ImmGenATAC1219.peak_292775,186
2310002D06Rik,ImmGenATAC1219.peak_108676,24
2310002F09Rik,ImmGenATAC1219.peak_426563,2928
2310002L09Rik,ImmGenATAC1219.peak_338365,27034
2310003N18Rik,ImmGenATAC1219.peak_483505,2354
2310005A03Rik,ImmGenATAC1219.peak_290591,498
2310005E17Rik,ImmGenATAC1219.peak_138011,2800
2310008N11Rik,ImmGenATAC1219.peak_454659,196
2310009B15Rik,ImmGenATAC1219.peak_23961,30
2310010J17Rik,ImmGenATAC1219.peak_435154,45
2310011J03Rik,ImmGenATAC1219.peak_54253,33
2310015A10Rik,ImmGenATAC1219.peak_108518,40
2310015D24Rik,ImmGenATAC1219.peak_188070,445
2310016D03Rik,ImmGenATAC1219.peak_100157,1653
2310016G11Rik,ImmGenATAC1219.peak_426858,330
2310020H05Rik,ImmGenATAC1219.peak_138198,1650
2310022A10Rik,ImmGenATAC1219.peak_423826,257
2310022B05Rik,ImmGenATAC1219.peak_473677,38
2310030A07Rik,ImmGenATAC1219.peak_25031,4057
2310030G06Rik,ImmGenATAC1219.peak_483698,91
2310033P09Rik,ImmGenATAC1219.peak_77330,10
2310034C09Rik,ImmGenATAC1219.peak_201226,13637
2310034G01Rik,ImmGenATAC1219.peak_254128,35
2310034O05Rik,ImmGenATAC1219.peak_374447,635
2310039H08Rik,ImmGenATAC1219.peak_215894,105
2310039L15Rik,ImmGenATAC1219.peak_58708,860
2310040G24Rik,ImmGenATAC1219.peak_404049,110
2310043L19Rik,ImmGenATAC1219.peak_32722,303
2310043M15Rik,ImmGenATAC1219.peak_202927,911
2310043O21Rik,ImmGenATAC1219.peak_170577,15
2310050C09Rik,ImmGenATAC1219.peak_312260,24067
2310057J18Rik,ImmGenATAC1219.peak_44099,10723
2310057M21Rik,ImmGenATAC1219.peak_445599,14
2310057N15Rik,ImmGenATAC1219.peak_201226,28997
2310061I04Rik,ImmGenATAC1219.peak_213916,51
2310061N02Rik,ImmGenATAC1219.peak_201221,191
2310065F04Rik,ImmGenATAC1219.peak_79110,3479
2310068J16Rik,ImmGenATAC1219.peak_184281,60
2310069B03Rik,ImmGenATAC1219.peak_402853,89
2310069G16Rik,ImmGenATAC1219.peak_171493,1
2310075C17Rik,ImmGenATAC1219.peak_498085,86
2310079G19Rik,ImmGenATAC1219.peak_201211,3972
2310081J21Rik,ImmGenATAC1219.peak_129079,31057
2400006E01Rik,ImmGenATAC1219.peak_303948,305
2410002F23Rik,ImmGenATAC1219.peak_426670,18
2410003L11Rik,ImmGenATAC1219.peak_87621,745
2410004B18Rik,ImmGenATAC1219.peak_324282,22
2410004I01Rik,ImmGenATAC1219.peak_89536,2844
2410004P03Rik,ImmGenATAC1219.peak_98367,26
2410006H16Rik,ImmGenATAC1219.peak_78404,61
2410012E07Rik,ImmGenATAC1219.peak_157441,1725
2410017I17Rik,ImmGenATAC1219.peak_214020,2127
2410018L13Rik,ImmGenATAC1219.peak_99023,160
2410021H03Rik,ImmGenATAC1219.peak_220520,10947
2410022M11Rik,ImmGenATAC1219.peak_153564,10
2410124H12Rik,ImmGenATAC1219.peak_202384,24
2410137M14Rik,ImmGenATAC1219.peak_214187,308
2500002B13Rik,ImmGenATAC1219.peak_458731,70
2500004C02Rik,ImmGenATAC1219.peak_290019,108
2510002D24Rik,ImmGenATAC1219.peak_189304,17
2510003B16Rik,ImmGenATAC1219.peak_345588,105
2510009E07Rik,ImmGenATAC1219.peak_189983,13
2510039O18Rik,ImmGenATAC1219.peak_355383,29
2610001J05Rik,ImmGenATAC1219.peak_390856,18
2610002M06Rik,ImmGenATAC1219.peak_508544,35
2610008E11Rik,ImmGenATAC1219.peak_53801,42
2610016A17Rik,ImmGenATAC1219.peak_249243,57
2610020C07Rik,ImmGenATAC1219.peak_187493,48
2610024D14Rik,ImmGenATAC1219.peak_69650,265
2610027K06Rik,ImmGenATAC1219.peak_84745,249
2610028E06Rik,ImmGenATAC1219.peak_348505,470
2610028H24Rik,ImmGenATAC1219.peak_52887,2695
2610035D17Rik,ImmGenATAC1219.peak_92240,71
2610035F20Rik,ImmGenATAC1219.peak_164610,91
2610037D02Rik,ImmGenATAC1219.peak_182888,319
2610042L04Rik,ImmGenATAC1219.peak_143451,49
2610044O15Rik8,ImmGenATAC1219.peak_475335,12
2610203C22Rik,ImmGenATAC1219.peak_549,72
2610206C17Rik,ImmGenATAC1219.peak_434507,36
2610301B20Rik,ImmGenATAC1219.peak_328384,69
2610306M01Rik,ImmGenATAC1219.peak_404230,13
2610307P16Rik,ImmGenATAC1219.peak_123135,71
2610316D01Rik,ImmGenATAC1219.peak_304075,72
2610318M16Rik,ImmGenATAC1219.peak_143807,1601
2610318N02Rik,ImmGenATAC1219.peak_188719,2
2610507B11Rik,ImmGenATAC1219.peak_82626,173
2610507I01Rik,ImmGenATAC1219.peak_77328,29
2610524H06Rik,ImmGenATAC1219.peak_378853,1
2610528A11Rik,ImmGenATAC1219.peak_150146,23
2610528J11Rik,ImmGenATAC1219.peak_346363,32
2700012I20Rik,ImmGenATAC1219.peak_485171,40
2700038G22Rik,ImmGenATAC1219.peak_361335,2
2700046A07Rik,ImmGenATAC1219.peak_237577,39
2700046G09Rik,ImmGenATAC1219.peak_250507,66
2700049A03Rik,ImmGenATAC1219.peak_105924,176
2700054A10Rik,ImmGenATAC1219.peak_207796,1782
2700062C07Rik,ImmGenATAC1219.peak_230196,46
2700069I18Rik,ImmGenATAC1219.peak_298655,44
2700070H01Rik,ImmGenATAC1219.peak_155232,132
2700081O15Rik,ImmGenATAC1219.peak_245579,48
2700089I24Rik,ImmGenATAC1219.peak_257035,4244
2700097O09Rik,ImmGenATAC1219.peak_104258,1206
2700099C18Rik,ImmGenATAC1219.peak_226456,116
2810001G20Rik,ImmGenATAC1219.peak_78741,36
2810002D19Rik,ImmGenATAC1219.peak_278209,21
2810004N23Rik,ImmGenATAC1219.peak_473748,50
2810006K23Rik,ImmGenATAC1219.peak_381997,2185
2810013P06Rik,ImmGenATAC1219.peak_473159,80
2810021J22Rik,ImmGenATAC1219.peak_77214,52
2810025M15Rik,ImmGenATAC1219.peak_27490,36
2810029C07Rik,ImmGenATAC1219.peak_116405,27
2810030D12Rik,ImmGenATAC1219.peak_452298,179
2810032G03Rik,ImmGenATAC1219.peak_96607,9
2810049E08Rik,ImmGenATAC1219.peak_135167,22103
2810403D21Rik,ImmGenATAC1219.peak_508562,66
2810404M03Rik,ImmGenATAC1219.peak_457064,1821
2810405F15Rik,ImmGenATAC1219.peak_280932,39
2810408A11Rik,ImmGenATAC1219.peak_80054,71
2810408I11Rik,ImmGenATAC1219.peak_10269,139
2810410L24Rik,ImmGenATAC1219.peak_95257,137
2810414N06Rik,ImmGenATAC1219.peak_25492,208
2810425M01Rik,ImmGenATAC1219.peak_53250,33
2810429I04Rik,ImmGenATAC1219.peak_118486,49
2810433D01Rik,ImmGenATAC1219.peak_89459,20
2810442N19Rik,ImmGenATAC1219.peak_28592,343
2810454H06Rik,ImmGenATAC1219.peak_416506,545
2810459M11Rik,ImmGenATAC1219.peak_13978,217
2810471M01Rik,ImmGenATAC1219.peak_71100,5164
2900005J15Rik,ImmGenATAC1219.peak_361841,66
2900009J06Rik,ImmGenATAC1219.peak_20365,66
2900026A02Rik,ImmGenATAC1219.peak_378146,50
2900040C04Rik,ImmGenATAC1219.peak_158817,3468
2900041M22Rik,ImmGenATAC1219.peak_94145,14
2900052L18Rik,ImmGenATAC1219.peak_95274,48
2900052N01Rik,ImmGenATAC1219.peak_482847,162
2900057B20Rik,ImmGenATAC1219.peak_240887,62
2900060B14Rik,ImmGenATAC1219.peak_18576,18
2900060N12Rik,ImmGenATAC1219.peak_99179,101
2900076A07Rik,ImmGenATAC1219.peak_433557,64
2900079G21Rik,ImmGenATAC1219.peak_498088,115
2900092C05Rik,ImmGenATAC1219.peak_421402,6475
2900092D14Rik,ImmGenATAC1219.peak_5820,767
2900093K20Rik,ImmGenATAC1219.peak_292755,102
3000002C10Rik,ImmGenATAC1219.peak_497371,1038
3010001F23Rik,ImmGenATAC1219.peak_510524,67
3010003L21Rik,ImmGenATAC1219.peak_420391,20
3100003L05Rik,ImmGenATAC1219.peak_443508,1
3110009E18Rik,ImmGenATAC1219.peak_19167,88
3110009F21Rik,ImmGenATAC1219.peak_115805,353
3110015C05Rik,ImmGenATAC1219.peak_141340,3662
3110021A11Rik,ImmGenATAC1219.peak_412307,88
3110039M20Rik,ImmGenATAC1219.peak_103251,1692
3110040M04Rik,ImmGenATAC1219.peak_25247,4660
3110040N11Rik,ImmGenATAC1219.peak_433621,78
3110045C21Rik,ImmGenATAC1219.peak_30556,140
3110056K07Rik,ImmGenATAC1219.peak_105889,23
3110067G11Rik,ImmGenATAC1219.peak_325599,431
3110070M22Rik,ImmGenATAC1219.peak_143282,6844
3110082I17Rik,ImmGenATAC1219.peak_385673,29
3110082J24Rik,ImmGenATAC1219.peak_362570,232
3110083C13Rik,ImmGenATAC1219.peak_153920,12
3110099E03Rik,ImmGenATAC1219.peak_280806,1684
3200001D21Rik,ImmGenATAC1219.peak_110970,20
3300002A11Rik,ImmGenATAC1219.peak_112312,32
3300002I08Rik,ImmGenATAC1219.peak_288989,24
3300002P13Rik,ImmGenATAC1219.peak_420663,220
3300005D01Rik,ImmGenATAC1219.peak_205470,11
3425401B19Rik,ImmGenATAC1219.peak_149198,285
3632454L22Rik,ImmGenATAC1219.peak_509298,1127
3830403N18Rik,ImmGenATAC1219.peak_505332,13
3830406C13Rik,ImmGenATAC1219.peak_144348,9
3830408C21Rik,ImmGenATAC1219.peak_140134,186
3830417A13Rik,ImmGenATAC1219.peak_505722,97987
3830432H09Rik,ImmGenATAC1219.peak_18993,84
3930402G23Rik,ImmGenATAC1219.peak_451363,231
4430402I18Rik,ImmGenATAC1219.peak_249684,27
4631405J19Rik,ImmGenATAC1219.peak_277607,17
4632404H12Rik,ImmGenATAC1219.peak_311795,22
4632415L05Rik,ImmGenATAC1219.peak_300345,125
4632427E13Rik,ImmGenATAC1219.peak_435532,98
4632428C04Rik,ImmGenATAC1219.peak_191931,34
4732414G09Rik,ImmGenATAC1219.peak_81017,93
4732416N19Rik,ImmGenATAC1219.peak_420166,106
4732419C18Rik,ImmGenATAC1219.peak_473386,36
4732471J01Rik,ImmGenATAC1219.peak_423387,97
4732490B19Rik,ImmGenATAC1219.peak_92247,237
4732491K20Rik,ImmGenATAC1219.peak_207129,52
4831407H17Rik,ImmGenATAC1219.peak_148457,41
4831440E17Rik,ImmGenATAC1219.peak_361925,85
4833407H14Rik,ImmGenATAC1219.peak_255279,64
4833411C07Rik,ImmGenATAC1219.peak_451341,86
4833412C05Rik,ImmGenATAC1219.peak_430514,8
4833415N18Rik,ImmGenATAC1219.peak_187765,3787
4833417C18Rik,ImmGenATAC1219.peak_87038,3
4833418N02Rik,ImmGenATAC1219.peak_225487,76
4833419F23Rik,ImmGenATAC1219.peak_226756,66
4833420G17Rik,ImmGenATAC1219.peak_143271,37
4833422C13Rik,ImmGenATAC1219.peak_136007,2
4833422M21Rik,ImmGenATAC1219.peak_182892,253
4833427F10Rik,ImmGenATAC1219.peak_213855,1657
4833428L15Rik,ImmGenATAC1219.peak_482445,39
4833438C02Rik,ImmGenATAC1219.peak_254099,14
4833439F03Rik,ImmGenATAC1219.peak_378122,16
4833439L19Rik,ImmGenATAC1219.peak_130353,7
4921504A21Rik,ImmGenATAC1219.peak_360339,59
4921504E06Rik,ImmGenATAC1219.peak_261797,135
4921507G05Rik,ImmGenATAC1219.peak_116067,80
4921507P07Rik,ImmGenATAC1219.peak_397691,72
4921508D12Rik,ImmGenATAC1219.peak_285624,1118
4921509C19Rik,ImmGenATAC1219.peak_289237,6681
4921509O07Rik,ImmGenATAC1219.peak_142274,336
4921511C10Rik,ImmGenATAC1219.peak_308881,1125
4921511C20Rik,ImmGenATAC1219.peak_508852,72794
4921511I17Rik,ImmGenATAC1219.peak_97429,1466
4921513H07Rik,ImmGenATAC1219.peak_414748,9762
4921513I03Rik,ImmGenATAC1219.peak_63677,781
4921517D22Rik,ImmGenATAC1219.peak_131720,195
4921518K17Rik,ImmGenATAC1219.peak_104689,2969
4921524J17Rik,ImmGenATAC1219.peak_464210,65
4921524L21Rik,ImmGenATAC1219.peak_227455,11387
4921525O09Rik,ImmGenATAC1219.peak_129636,6
4921528I07Rik,ImmGenATAC1219.peak_498389,1191
4921529L05Rik,ImmGenATAC1219.peak_398749,583
4921531C22Rik,ImmGenATAC1219.peak_297932,19
4921531P14Rik,ImmGenATAC1219.peak_242975,1519
4921533I20Rik,ImmGenATAC1219.peak_229403,3194
4921534H16Rik,ImmGenATAC1219.peak_494606,23781
4921536K21Rik,ImmGenATAC1219.peak_66288,46
4921539E11Rik,ImmGenATAC1219.peak_343036,8385
4922502B01Rik,ImmGenATAC1219.peak_468802,2878
4922502H24Rik,ImmGenATAC1219.peak_138788,5525
4922502N22Rik,ImmGenATAC1219.peak_417633,68990
4930401C15Rik,ImmGenATAC1219.peak_43633,5337
4930401G09Rik,ImmGenATAC1219.peak_379115,479
4930401O10Rik,ImmGenATAC1219.peak_80688,1029
4930401O12Rik,ImmGenATAC1219.peak_123929,12967
4930402F06Rik,ImmGenATAC1219.peak_266581,545
4930402F11Rik,ImmGenATAC1219.peak_430899,5076
4930402H24Rik,ImmGenATAC1219.peak_285030,43
4930402K13Rik,ImmGenATAC1219.peak_502379,5650
4930403D09Rik,ImmGenATAC1219.peak_72519,78
4930404A05Rik,ImmGenATAC1219.peak_197533,380
4930404H11Rik,ImmGenATAC1219.peak_106008,3901
4930404I05Rik,ImmGenATAC1219.peak_201795,74
4930404N11Rik,ImmGenATAC1219.peak_54805,66
4930405A10Rik,ImmGenATAC1219.peak_146606,1031
4930405A21Rik,ImmGenATAC1219.peak_291100,41
4930405D11Rik,ImmGenATAC1219.peak_86159,9397
4930405J17Rik,ImmGenATAC1219.peak_42135,421
4930405L22Rik,ImmGenATAC1219.peak_366361,367
4930405O22Rik,ImmGenATAC1219.peak_219165,3233
4930406D18Rik,ImmGenATAC1219.peak_314051,377
4930407G08Rik,ImmGenATAC1219.peak_344185,252
4930407I10Rik,ImmGenATAC1219.peak_179684,23
4930407I19Rik,ImmGenATAC1219.peak_50575,83005
4930412B13Rik,ImmGenATAC1219.peak_281278,562
4930412C18Rik,ImmGenATAC1219.peak_328238,36
4930412M03Rik,ImmGenATAC1219.peak_77645,116
4930412O13Rik,ImmGenATAC1219.peak_259427,703
4930413E15Rik,ImmGenATAC1219.peak_380140,1252
4930413F20Rik,ImmGenATAC1219.peak_169349,2983
4930413G21Rik,ImmGenATAC1219.peak_443254,106
4930413M19Rik,ImmGenATAC1219.peak_151941,4796
4930414N06Rik,ImmGenATAC1219.peak_253680,1290
4930415L06Rik,ImmGenATAC1219.peak_506787,45865
4930415O20Rik,ImmGenATAC1219.peak_183673,283
4930417O13Rik,ImmGenATAC1219.peak_413923,100
4930417O22Rik,ImmGenATAC1219.peak_89218,477
4930419G24Rik,ImmGenATAC1219.peak_302389,20275
4930422M22Rik,ImmGenATAC1219.peak_494892,2306
4930423M02Rik,ImmGenATAC1219.peak_327174,9785
4930425K10Rik,ImmGenATAC1219.peak_369685,61
4930425L21Rik,ImmGenATAC1219.peak_416836,1859
4930425O10Rik,ImmGenATAC1219.peak_322714,4043
4930426D05Rik,ImmGenATAC1219.peak_229762,125
4930426I24Rik,ImmGenATAC1219.peak_107341,51
4930426L09Rik,ImmGenATAC1219.peak_261627,74
4930428D20Rik,ImmGenATAC1219.peak_199147,3895
4930428E07Rik,ImmGenATAC1219.peak_102105,549
4930428G15Rik,ImmGenATAC1219.peak_498803,3067
4930428O21Rik,ImmGenATAC1219.peak_376563,90
4930429B21Rik,ImmGenATAC1219.peak_302258,176
4930429C20Rik,ImmGenATAC1219.peak_157610,7984
4930429D17Rik,ImmGenATAC1219.peak_375214,7530
4930429F11Rik,ImmGenATAC1219.peak_222863,968
4930429F24Rik,ImmGenATAC1219.peak_491374,102
4930429H19Rik,ImmGenATAC1219.peak_431280,9779
4930430F08Rik,ImmGenATAC1219.peak_60221,1
4930430F21Rik,ImmGenATAC1219.peak_168655,1893
4930430J02Rik,ImmGenATAC1219.peak_485265,86
4930431F10Rik,ImmGenATAC1219.peak_47208,2948
4930431F12Rik,ImmGenATAC1219.peak_366204,9735
4930431P03Rik,ImmGenATAC1219.peak_150732,387
4930431P22Rik,ImmGenATAC1219.peak_159055,541
4930432J09Rik,ImmGenATAC1219.peak_162060,117
4930432K21Rik,ImmGenATAC1219.peak_463791,72
4930432L08Rik,ImmGenATAC1219.peak_371270,2807
4930432M17Rik,ImmGenATAC1219.peak_318648,1513
4930432O09Rik,ImmGenATAC1219.peak_63816,596
4930433B08Rik,ImmGenATAC1219.peak_300082,4303
4930433I11Rik,ImmGenATAC1219.peak_426258,44887
4930433N12Rik,ImmGenATAC1219.peak_475349,15
4930434J06Rik,ImmGenATAC1219.peak_157636,10721
4930435F18Rik,ImmGenATAC1219.peak_142862,5933
4930438A08Rik,ImmGenATAC1219.peak_77119,46
4930438E09Rik,ImmGenATAC1219.peak_156594,9551
4930440C22Rik,ImmGenATAC1219.peak_16903,5896
4930440I19Rik,ImmGenATAC1219.peak_275235,469
4930441H08Rik,ImmGenATAC1219.peak_431124,8759
4930441J16Rik,ImmGenATAC1219.peak_274372,6508
4930442E04Rik,ImmGenATAC1219.peak_256932,64
4930442L01Rik,ImmGenATAC1219.peak_313304,1447
4930443O20Rik,ImmGenATAC1219.peak_276460,2527
4930444F02Rik,ImmGenATAC1219.peak_41556,39
4930444G20Rik,ImmGenATAC1219.peak_42826,2296
4930444M15Rik,ImmGenATAC1219.peak_158916,159
4930444P10Rik,ImmGenATAC1219.peak_1708,141
4930445N08Rik,ImmGenATAC1219.peak_274395,64
4930445N18Rik,ImmGenATAC1219.peak_242814,103
4930447A16Rik,ImmGenATAC1219.peak_170180,3741
4930447C04Rik,ImmGenATAC1219.peak_106385,81
4930447F24Rik,ImmGenATAC1219.peak_497013,197
4930447J18Rik,ImmGenATAC1219.peak_151578,4408
4930447K03Rik,ImmGenATAC1219.peak_124555,678
4930447M23Rik,ImmGenATAC1219.peak_261735,80
4930447N08Rik,ImmGenATAC1219.peak_319139,348
4930448C13Rik,ImmGenATAC1219.peak_97844,28447
4930448F12Rik,ImmGenATAC1219.peak_121140,530
4930448H16Rik,ImmGenATAC1219.peak_386822,7609
4930448I06Rik,ImmGenATAC1219.peak_5761,22932
4930448I18Rik,ImmGenATAC1219.peak_366655,12387
4930448K20Rik,ImmGenATAC1219.peak_328286,12713
4930449C09Rik,ImmGenATAC1219.peak_174806,1952
4930449E01Rik,ImmGenATAC1219.peak_162297,91
4930449E18Rik,ImmGenATAC1219.peak_256427,554
4930449I24Rik,ImmGenATAC1219.peak_387530,26806
4930451E10Rik,ImmGenATAC1219.peak_130809,20913
4930451G09Rik,ImmGenATAC1219.peak_186209,8
4930451I11Rik,ImmGenATAC1219.peak_444229,653
4930452A19Rik,ImmGenATAC1219.peak_206553,129
4930452G13Rik,ImmGenATAC1219.peak_160042,12079
4930452N14Rik,ImmGenATAC1219.peak_26472,68
4930453H23Rik,ImmGenATAC1219.peak_503739,988
4930453L07Rik,ImmGenATAC1219.peak_450925,4599
4930453N24Rik,ImmGenATAC1219.peak_198830,51
4930455B14Rik,ImmGenATAC1219.peak_143902,132
4930455C13Rik,ImmGenATAC1219.peak_42567,4292
4930455D15Rik,ImmGenATAC1219.peak_231087,25
4930455F16Rik,ImmGenATAC1219.peak_185897,4936
4930455G09Rik,ImmGenATAC1219.peak_354405,12
4930455H04Rik,ImmGenATAC1219.peak_318094,546
4930455J16Rik,ImmGenATAC1219.peak_131530,10048
4930456L15Rik,ImmGenATAC1219.peak_343036,8480
4930459C07Rik,ImmGenATAC1219.peak_59096,853
4930461G14Rik,ImmGenATAC1219.peak_485690,11184
4930463O16Rik,ImmGenATAC1219.peak_55761,235
4930465K10Rik,ImmGenATAC1219.peak_241227,171
4930465M20Rik,ImmGenATAC1219.peak_114994,745
4930467D21Rik,ImmGenATAC1219.peak_373805,58
4930467E23Rik,ImmGenATAC1219.peak_453266,12332
4930467J12Rik,ImmGenATAC1219.peak_142574,1634
4930467K11Rik,ImmGenATAC1219.peak_48449,135
4930469K13Rik,ImmGenATAC1219.peak_72468,93
4930470G03Rik,ImmGenATAC1219.peak_121899,236
4930470H14Rik,ImmGenATAC1219.peak_204829,13037
4930470O06Rik,ImmGenATAC1219.peak_458888,17065
4930470P17Rik,ImmGenATAC1219.peak_296014,4143
4930471C04Rik,ImmGenATAC1219.peak_155590,130
4930471G03Rik,ImmGenATAC1219.peak_231993,1044
4930471G24Rik,ImmGenATAC1219.peak_128492,4
4930471M09Rik,ImmGenATAC1219.peak_405897,57
4930473A02Rik,ImmGenATAC1219.peak_284952,35
4930473H19Rik,ImmGenATAC1219.peak_111001,2847
4930473O22Rik,ImmGenATAC1219.peak_59521,5032
4930474G06Rik,ImmGenATAC1219.peak_230622,69974
4930474H20Rik,ImmGenATAC1219.peak_160597,62958
4930474M22Rik,ImmGenATAC1219.peak_208001,1254
4930474N05Rik,ImmGenATAC1219.peak_149972,6043
4930474N09Rik,ImmGenATAC1219.peak_112197,248
4930477N07Rik,ImmGenATAC1219.peak_63346,6889
4930478L05Rik,ImmGenATAC1219.peak_200373,19
4930478P22Rik,ImmGenATAC1219.peak_364090,488
4930479D17Rik,ImmGenATAC1219.peak_419722,1575
4930480E11Rik,ImmGenATAC1219.peak_506586,72796
4930480G23Rik,ImmGenATAC1219.peak_329604,2517
4930480K15Rik,ImmGenATAC1219.peak_226307,1633
4930480K23Rik,ImmGenATAC1219.peak_156950,45
4930480M12Rik,ImmGenATAC1219.peak_99631,1034
4930481A15Rik,ImmGenATAC1219.peak_244723,37
4930482G09Rik,ImmGenATAC1219.peak_325790,1462
4930483J18Rik,ImmGenATAC1219.peak_179429,43
4930483K19Rik,ImmGenATAC1219.peak_52911,388
4930483O08Rik,ImmGenATAC1219.peak_446188,3470
4930484H19Rik,ImmGenATAC1219.peak_64982,686
4930486F22Rik,ImmGenATAC1219.peak_56307,2721
4930486I03Rik,ImmGenATAC1219.peak_2059,20551
4930486L24Rik,ImmGenATAC1219.peak_132046,4351
4930487D11Rik,ImmGenATAC1219.peak_365122,2432
4930487H11Rik,ImmGenATAC1219.peak_9768,38
4930488B22Rik,ImmGenATAC1219.peak_35190,1072
4930488L21Rik,ImmGenATAC1219.peak_466143,2
4930500F04Rik,ImmGenATAC1219.peak_388908,787
4930500G05Rik,ImmGenATAC1219.peak_503092,7
4930500L23Rik,ImmGenATAC1219.peak_385695,3802
4930502A04Rik,ImmGenATAC1219.peak_488712,72889
4930502E09Rik,ImmGenATAC1219.peak_84528,81
4930503B20Rik,ImmGenATAC1219.peak_324590,6
4930503E14Rik,ImmGenATAC1219.peak_150675,6217
4930503E24Rik,ImmGenATAC1219.peak_64735,22487
4930503F20Rik,ImmGenATAC1219.peak_149620,461
4930503H13Rik,ImmGenATAC1219.peak_510794,14413
4930503L19Rik,ImmGenATAC1219.peak_239630,2
4930503O07Rik,ImmGenATAC1219.peak_37670,426
4930504C09Rik,ImmGenATAC1219.peak_176189,5939
4930505A04Rik,ImmGenATAC1219.peak_71465,70
4930505G20Rik,ImmGenATAC1219.peak_162731,1846
4930505K13Rik,ImmGenATAC1219.peak_442483,59
4930505K14Rik,ImmGenATAC1219.peak_388426,972
4930505M18Rik,ImmGenATAC1219.peak_425993,5882
4930505N22Rik,ImmGenATAC1219.peak_254011,149
4930506A18Rik,ImmGenATAC1219.peak_467976,1555
4930506C21Rik,ImmGenATAC1219.peak_206208,96
4930507D05Rik,ImmGenATAC1219.peak_50162,203
4930507D10Rik,ImmGenATAC1219.peak_83513,879
4930509E16Rik,ImmGenATAC1219.peak_489890,3
4930509G22Rik,ImmGenATAC1219.peak_187487,599
4930509J09Rik,ImmGenATAC1219.peak_308441,4961
4930509K18Rik,ImmGenATAC1219.peak_331592,16
4930511A02Rik,ImmGenATAC1219.peak_97288,34
4930511A08Rik,ImmGenATAC1219.peak_406536,6516
4930511E03Rik,ImmGenATAC1219.peak_406776,2123
4930511M06Rik,ImmGenATAC1219.peak_236204,289
4930512B01Rik,ImmGenATAC1219.peak_105483,14
4930512J16Rik,ImmGenATAC1219.peak_405223,22
4930512M02Rik,ImmGenATAC1219.peak_68131,1823
4930513D17Rik,ImmGenATAC1219.peak_365425,1668
4930513L16Rik,ImmGenATAC1219.peak_180656,470
4930513N10Rik,ImmGenATAC1219.peak_466937,57
4930513O06Rik,ImmGenATAC1219.peak_509525,9413
4930515B02Rik,ImmGenATAC1219.peak_353823,363
4930515G01Rik,ImmGenATAC1219.peak_378827,59
4930515G16Rik,ImmGenATAC1219.peak_401081,2
4930515L03Rik,ImmGenATAC1219.peak_261049,26182
4930515L19Rik,ImmGenATAC1219.peak_504560,38767
4930517E11Rik,ImmGenATAC1219.peak_282953,286
4930517G24Rik,ImmGenATAC1219.peak_468297,483
4930517M08Rik,ImmGenATAC1219.peak_204926,669
4930518J21Rik,ImmGenATAC1219.peak_458580,1215
4930518P08Rik,ImmGenATAC1219.peak_129081,433
4930519D14Rik,ImmGenATAC1219.peak_123649,278
4930519F16Rik,ImmGenATAC1219.peak_507970,3429
4930519F24Rik,ImmGenATAC1219.peak_495065,6861
4930519G04Rik,ImmGenATAC1219.peak_378859,1247
4930519H02Rik,ImmGenATAC1219.peak_359973,712
4930519K11Rik,ImmGenATAC1219.peak_146830,163
4930519L02Rik,ImmGenATAC1219.peak_323421,1871
4930520O04Rik,ImmGenATAC1219.peak_498403,396
4930520P13Rik,ImmGenATAC1219.peak_133296,1769
4930521E06Rik,ImmGenATAC1219.peak_6388,922
4930521O11Rik,ImmGenATAC1219.peak_143496,25491
4930521O17Rik,ImmGenATAC1219.peak_51161,3773
4930522H14Rik,ImmGenATAC1219.peak_344636,6572
4930522O17Rik,ImmGenATAC1219.peak_334546,659
4930522P08Rik,ImmGenATAC1219.peak_460652,25
4930523C07Rik,ImmGenATAC1219.peak_27920,149
4930524B15Rik,ImmGenATAC1219.peak_71757,102
4930524B17Rik,ImmGenATAC1219.peak_391665,12839
4930524C18Rik,ImmGenATAC1219.peak_162659,9772
4930524O05Rik,ImmGenATAC1219.peak_246286,42
4930524O08Rik,ImmGenATAC1219.peak_493063,669
4930525C09Rik,ImmGenATAC1219.peak_59536,863
4930525D18Rik,ImmGenATAC1219.peak_498401,3320
4930525G20Rik,ImmGenATAC1219.peak_133026,28
4930526F13Rik,ImmGenATAC1219.peak_130467,6335
4930526H09Rik,ImmGenATAC1219.peak_141285,310
4930526I15Rik,ImmGenATAC1219.peak_501648,54
4930526L06Rik,ImmGenATAC1219.peak_246543,1339
4930527A07Rik,ImmGenATAC1219.peak_279845,117
4930527F14Rik,ImmGenATAC1219.peak_150929,1400
4930528A17Rik,ImmGenATAC1219.peak_329756,50
4930528D03Rik,ImmGenATAC1219.peak_131739,471
4930528G23Rik,ImmGenATAC1219.peak_420322,476
4930528H21Rik,ImmGenATAC1219.peak_389525,7030
4930528P14Rik,ImmGenATAC1219.peak_280797,24296
4930529C04Rik,ImmGenATAC1219.peak_312209,12291
